Word,Part_of_Speech,Audio,Photos
wygięty,adjective,wygieety.ogg,"road-bend-curve-highway-hilly.jpg, road-winding-street-bridge.jpg"
ciemny,adjective,ciemny.ogg,"woman-gothic-dark-girl-female.jpg, smoking-lighter-dark-cigarette.jpg"
martwy,adjective,martwy.ogg,"skull-art-demon-abstract-death.jpg, death-valley-scrubs-sand-dunes.jpg"
głuchy,adjective,glxuchy.ogg,"hearing-aid-deaf.png, deaf-alphabet-sign-language.png"
głęboki,adjective,glxeeboki.ogg,"scuba-diver-diver-diving-underwater.jpg, cave-pit-waterfall.jpg"
brudny,adjective,brudny.ogg,"cave-tour-dirty-clothing.jpg, dirty-car-nature-field-4-x-4.jpg"
suchy,adjective,suchy.ogg,"earth-drought-ground-dehydrated.jpg, hairdryer.jpg"
drogi,adjective,drogi.ogg,"wristwatch-gold.jpg, car-mercedes-benz.jpg"
słynny,adjective,slxynny.ogg,"saint-basils-cathedral-moscow.jpg, bob-marley-reggae-artist-face.png"
płaski,adjective,plxaski.ogg,"world-earth-flat.jpg, mirroring-salt-lake-water.jpg"
zielony,adjective,zielony.ogg,"leaf-green-plants.jpg, peas-vegetables-green-food.jpg"
szary,adjective,szary.ogg,grey-icon.svg
wesoły,adjective,wesolxy.ogg,happy.png
twardy,adjective,twardy.ogg,"crystal-rock-mineral-hard.jpg, hard-disk-storage-computer.png"
zdrowy,adjective,zdrowy.ogg,"vegetables-carrot-food-healthy.jpg, yoga-fitness-exercise.jpg"
ciężki,adjective,cieezzki.ogg,"lifting-box-wood-heavy-crate.jpg, sports-fitness-body-building-iron-weights.jpg"
gorący,adjective,goraacy.ogg,"fire-flame-carbon-burn.jpg, coffee-hot-drinks.jpg"
jasny,adjective,jasny.ogg,"feather.jpg, balance-scale.jpg"
długa,adjective,dlxuga.ogg,"asphalt-countryside-road.jpg, swan-water-bird-lake-white.jpg"
luźny,adjective,luzxny.ogg,loose-waist.jpg
głośny,adjective,glxosxny.ogg,loudspeaker-man-boy-holding.png
niski,adjective,niski.ogg,low-tide-beach-sunrise.jpg
wąski,adjective,waaski.ogg,narrow-passage-narrow-path.jpg
nowy,adjective,nowy.ogg,"new-home-construction.jpg, car-bmw-x3-suv.jpg"
stary,adjective,stary.ogg,"car-vintage-classic-retro.jpg, old-farm-house-decay.jpg"
różowy,adjective,roxzzowy.ogg,pink.png
biedny,adjective,biedny.ogg,"kid-child-portrait-sad-poor.jpg, people-homeless-male-poverty.jpg"
cichy,adjective,cichy.ogg,emoticon-quiet-shoo.png
czerwony,adjective,czerwony.ogg,red.png
bogaty,adjective,bogaty.ogg,car-red-driver-gentleman-affluence.png
smutny,adjective,smutny.ogg,"sad.jpg, dollar-bills-flying.jpg"
płytki,adjective,plxytki.ogg,shallow-sea-turquoise.jpg
krótki,adjective,kroxtki.ogg,"woman-short-hair-face.png, shorts-legs-torso-person-girl.jpg"
chory,adjective,chory.ogg,"allergy-cold-disease-flu-girl.jpg, sick-woman-in-bed-thermometer.png"
srebny,adjective,srebny.ogg,"silver-background.jpg, ring-wedding-silver-jewelery.png"
wolny,adjective,wolny.ogg,"amphibian-turtle.jpg, snail-shell-slow-animal.jpg"
mały,adjective,malxy.ogg,"little-girl-wildflowers-meadow.jpg, mouse-cute.jpg"
miękki,adjective,mieekki.ogg,"wool-ball-knitting-craft.jpg, white-cotton-texture-fabric.jpg"
silny,adjective,silny.ogg,muscles-man-biceps.jpg
wysoki,adjective,wysoki.ogg,"eiffel-tower-paris-tower.jpg, palm-trees-upward-tropical-blue-sky.jpg"
szeroki,adjective,szeroki.ogg,"book-green-thick.png, Ikat_cloth_from_Sumba.jpg"
obcisły,adjective,obcislxy.ogg,"knot-rope.jpg, girl-woman-tight-black-dress.jpg"
brzydki,adjective,brzydki.ogg,grotesque-old-woman.jpg
ciepły,adjective,cieplxy.ogg,staying-warm.jpg
słaby,adjective,slxaby.ogg,caricature-man-weak-effort.jpg
mokry,adjective,mokry.ogg,"rain-raindrop-floor.jpg, golden-retriever-retrieve-lake-play.jpg"
biały,adjective,bialxy.ogg,background-texture-brick-wall.jpg
żółty,adjective,zzoxlxty.ogg,yellow.jpg
młody,adjective,mlxody.ogg,beautiful-girl-woman-young.jpg
z tyłu,adverb,z-tylxu.ogg,citroen-back.jpg
w dół,adverb,w-doxlx.ogg,arrow-down.png
szybki,adverb,szybki.ogg,motorcycle-speed-helmet.jpg
z przodu,adverb,z-przodu.ogg,man-woman-relaxing-front-boat.jpg
wysoko,adverb,wysoko.ogg,view-high-above-top-feet.jpg
w lewo,adverb,w-lewo.ogg,road-sign-left-turn.png
w prawo,adverb,w-prawo.ogg,right-turn.png
prosto,adverb,prosto.ogg,traffic-sign-straight-ahead.png
do góry,adverb,do-goxry.ogg,green-arrow-up.png
truskawka,noun,truskawka.ogg,strawberry.jpg
kierunek,noun,kierunek.ogg,four-arrows.png
aktor,noun,aktor.ogg,actor-man-film-actor-cary-grant.jpg
dorosły,noun,doroslxy.ogg,"portrait-man-male-black.jpg, beautiful-smile-girl-woman-happy.jpg"
popołudnie,noun,popolxudnie.ogg,man-solitude-tree-leaning-resting.jpg
lotnisko,noun,lotnisko.ogg,airport.jpg
zwierzę,noun,zwierzee.ogg,bull-cattle-livestock.jpg
mieszkanie,noun,mieszkanie.ogg,living-room-chair-sofa-couch.jpg
jabłko,noun,jablxko.ogg,apple.jpg
ręka,noun,reeka.ogg,arm.jpg
armia,noun,armia.ogg,soldiers.jpg
sztuka,noun,sztuka.ogg,wall-art-spray-graffiti-woman.jpg
artysta,noun,artysta.ogg,artist.jpg
autor,noun,autor.ogg,writer-typewriter-author-blogging.jpg
niemowlę,noun,niemowlee.ogg,baby.jpg
plecy,noun,plecy.ogg,sea-ocean-water-wave-nature-beach.jpg
worek,noun,worek.ogg,bag-classic-leather-messenger.jpg
piłka,noun,pilxka.ogg,beach-ball.svg
banan,noun,banan.ogg,banana.png
grupa,noun,grupa.ogg,Lake-Malawi-music-band.jpg
bank,noun,bank.ogg,bank-building.jpg
bar,noun,bar.ogg,alcoholic-beverages-bar.jpg
łazienka,noun,lxazienka.ogg,bathroom.jpg
plaża,noun,plaża.ogg,beach-dominican-republic-caribbean.jpg
broda,noun,broda.ogg,beard-face-man-model-mustache.jpg
łużko,noun,lxuzzko.ogg,bed.png
sypialnia,noun,sypialnia.ogg,bedroom.jpg
wołowina,noun,wolxowina.ogg,meat-beef.jpg
piwo,noun,piwo.ogg,craft-beer
napój,noun,napoxj.ogg,beach-beverage.jpg
rower,noun,rower.ogg,old-bicycle.jpg
rachunek,noun,rachunek.ogg,pay-bill-restaurant.jpg
ptak,noun,ptak.ogg,bird-spring-robin.jpg
krew,noun,krew.ogg,blood-cells-red.jpg
łudka,noun,lxudka.ogg,sunrise-boat-rowing.jpg
ciało,noun,cialxo.ogg,anatomy-man-human-body.jpg
kość,noun,kosxcx.ogg,bone-dog.svg
książka,noun,ksiaazzka.ogg,book-old.jpg
butelka,noun,butelka.ogg,water-bottle.jpg
dno,noun,dno.ogg,"beer-bottle-bottom.jpg, sea-bottom.jpg"
pudełko,noun,pudelxko.ogg,container-open-box-fragile.svg
chłopiec,noun,chlxopiec.ogg,cap-boy-smile.jpg
mózg,noun,moxzg.ogg,brain-anatomy.png
chleb,noun,chleb.ogg,bread-multigrain.jpg
śniadanie,noun,sxniadanie.ogg,breakfast-hotel-buffet.jpg
most,noun,most.ogg,golden-gate-bridge.jpg
brat,noun,brat.ogg,brothers-family-siblings.jpg
budynek,noun,budynek.ogg,appartment-building.jpg
autobus,noun,autobus.ogg,london-britain-bus-red-city.jpg
ciasto,noun,ciasto.ogg,piece-of-cake.jpg
kamera,noun,kamera.ogg,camera-vintage.jpg
camping,noun,camping.ogg,camping-tent-fire-summer-outdoors.jpg
samochód,noun,samochoxd.ogg,car-audi-auto.jpg
karta,noun,karta.ogg,"playing-cards.jpg, credit-card.jpg"
kot,noun,kot.ogg,cat-sweet-kitty.jpg
sufit,noun,sufit.ogg,church-ceiling.jpg
telefon komórkowy,noun,telefon-komoxrkowy.ogg,iphone-smartphone.jpg
centymetr,noun,centymetr.ogg,measure-centimeter.jpg
krzesło,noun,krzeslxo.ogg,chair-furniture-seat.png
ser,noun,ser.ogg,cheese.jpg
kurczak,noun,kurczak.ogg,"chicken-poultry.jpg, fried-chicken.jpg"
dziecko,noun,dziecko.ogg,"boy-red-hair-freckles-portrait.jpg, child-portrait-girl.jpg"
kośćiół,noun,kosxcioxlx.ogg,church-snow-winter.jpg
koło,noun,kolxo.ogg,circle-color.png
miasto,noun,miasto.ogg,new-york-city-skyline.jpg
glina,noun,glina.ogg,"pottery-handmade-cup.jpg, clay-hands-sculpting-art.jpg"
zegar,noun,zegar.ogg,alarm-clock.jpg
ubranie,noun,ubranie.ogg,store-clothing.jpg
klub,noun,klub.ogg,"dance-party-disco.jpg, golf-club.jpg, club-weapon.svg"
płaszcz,noun,plxaszcz.ogg,coat-clothing-long.svg
kawa,noun,kawa.ogg,coffee-cup-beans.jpg
kolor,noun,kolor.ogg,beaded-colour-pencils.jpg
komputer,noun,komputer.ogg,computer-desktop-workstation.svg
kontrakt,noun,kontrakt.ogg,business-signature-contract.jpg
miedź,noun,miedzx.ogg,copper-cookware.jpg
kukurydza,noun,kukurydza.ogg,corn.jpg
róg,noun,roxg.ogg,"wall-corner.svg, football-corner.jpg"
kraj,noun,kraj.ogg,"europe-map-country.jpg, canada-national-flag.jpg"
sąd,noun,saad.ogg,"supreme-court-building-court.jpg, gavel-law.jpg"
krowa,noun,krowa.ogg,cow.jpg
tłum,noun,tlxum.ogg,city-crowd.jpg
filiżanka,noun,filizzanka.ogg,tea-cup.jpg
data,noun,data.ogg,calendar-date.jpg
córka,noun,coxrka.ogg,father-daughter-smile.jpg
dzień,noun,dzienx.ogg,"day-blue-sky.jpg, day-of-week.png"
śmierć,noun,sxmiercx.ogg,man-skull-death.jpg
diament,noun,diament.ogg,diamond.jpg
obiad,noun,obiad.ogg,dinner-table.jpg
choroba,noun,choroba.ogg,"virus-infection-cell-bacterium.jpg, sad-sick.svg"
doktor,noun,doktor.ogg,doctor-gray-hair.jpg
pies,noun,pies.ogg,dog-beach-pet-black.jpg
drzwi,noun,drzwi.ogg,door.jpg
kropka,noun,kropka.ogg,"dot.png, background-bow-color-dot.jpg"
sukienka,noun,sukienka.ogg,dress.svg
narkotyk,noun,narkotyk.ogg,"syringe-pill-capsule-morphine.jpg, seedling-cannabis-marijuana.jpg"
kurz,noun,kurz.ogg,"horse-herd-dust.jpg, construction-worker-saw-concrete-dust.jpg"
ucho,noun,ucho.ogg,ear.jpg
ziemia,noun,ziemia.ogg,"planet-earth.jpg, onion-arable-field-earth.jpg"
wschód,noun,wschoxd.ogg,"compass-gold.png, arrow-right-direction-east.svg"
krawędź,noun,kraweedzx.ogg,edge-height-depth.jpg
jajko,noun,jajko.ogg,egg.svg
energia,noun,energia.ogg,"flash-thunderstorm.jpg, wind-farm-wind-energy.jpg"
silnik,noun,silnik.ogg,restored-air-cool-engine.jpg
wieczór,noun,wieczoxr.ogg,dult-mother-daughter-beach.jpg
ćwiczenie,noun,cxwiczenie.ogg,gym-room-fitness-equipment.jpg
oko,noun,oko.ogg,blue-eye-iris-pupil.jpg
twarz,noun,twarz.ogg,woman-portrait-face-skin-make-up.jpg
jesień,noun,jesienx.ogg,"forest-season-autumn-fall.jpg, season-winter-spring-summer-fall.png"
rodzina,noun,rodzina.ogg,family-kids-baby-newborn-together.jpg
kibic,noun,kibic.ogg,sport-ice-hockey-fan.jpg
wentylator,noun,wentylator.ogg,appliance-cool-electric-fan.svg
gospodarstwo,noun,gospodarstwo.ogg,wisconsin-farm-country-rural.jpg
ojciec,noun,ojciec.ogg,people-father-daughter-smile-happy.jpg
palec,noun,palec.ogg,hand-finger.png
ogień,noun,ogienx.ogg,wood-fire-flame-burn.jpg
ryba,noun,ryba.ogg,discus-fish-fauna.jpg
podłoga,noun,podlxoga.ogg,floor-wood-hardwood.jpg
kwiatek,noun,kwiatek.ogg,flower-nature-flora-petal.jpg
jedzenie,noun,jedzenie.ogg,healthy-food.jpg
stopa,noun,stopa.ogg,foot-baby.jpg
las,noun,las.ogg,green-park-season-nature.jpg
widelec,noun,widelec.ogg,fork-eat-metal.jpg
przyjaciel,noun,przyjaciel.ogg,girls-lying-classic-car-young.jpg
gra,noun,gra.ogg,board-game.jpg
ogród,noun,ogroxd.ogg,garden-flower.jpg
benzyna,noun,benzyna.ogg,petrol-stations-gasoline.jpg
prezent,noun,prezent.ogg,present-package-gift.jpg
dziewczyna,noun,dziewczyna.ogg,little-girl-child-portrait.jpg
szklanka,noun,szklanka.ogg,glass-drink-water.jpg
Bóg,noun,boxg.ogg,"poseidon-sea.jpg, fantasy-light.jpg"
lody,noun,lody.ogg,"ice_cream_1, ice_cream_2"
złoto,noun,zlxoto.ogg,gold-ingots.jpg
dziadek,noun,dziadek.ogg,grandfather-granddaughter.jpg
babcia,noun,babcia.ogg,grandma-granny.png
trawa,noun,trawa.ogg,ew-morning-meadow-grass.jpg
ziemia,noun,ziemia.ogg,ground-cobblestone-manhole.jpg
broń,noun,bronx.ogg,handgun-weapon.svg
włosy,noun,wlxosy.ogg,beautiful-woman-hair-blond.jpg
dłoń,noun,dlxonx.ogg,hand-photography-palm.jpg
czapka,noun,czapka.ogg,sun-hat.jpg
głowa,noun,głowa.ogg,actress-beauty-face-girl-head.svg
serce,noun,serce.ogg,heart-love-red.svg
ciepło,noun,ciepło.ogg,firewood-fire.jpg
niebo,noun,niebo.ogg,clouds-landscape-beyond-sky.jpg
piekło,noun,pieklxo.ogg,hell-demons-devil.jpg
wzgórze,noun,wzgoxrze.ogg,tree-grass-landscape-panorama.jpg
dziura,noun,dziura.ogg,hole-sinkhole.jpg
dom,noun,dom.ogg,house-cottage-residence.png
koń,noun,konx.ogg,horse-mold-thoroughbred.jpg
szpital,noun,szpital.ogg,hospital_Japan.jpg
hotel,noun,hotel.ogg,"hotel-pool-evening.jpg, hotelroom.jpg"
godzina,noun,godzina.ogg,clock-analog-time-watch.svg
człowiek,noun,człowiek.ogg,first-human.jpg
mąż,noun,maazz.ogg,couple-man-woman-relationship.svg
lód,noun,loxd.ogg,ice.jpg
obraz,noun,obraz.ogg,"mona-lisa-painting-art.jpg, smartphone-face-woman-eyes.jpg"
uraz,noun,uraz.ogg,kermit-injured-patch.jpg
pomysł,noun,pomyslx.ogg,think-thinking-hand-reflect-idea.png
instrument,noun,instrument.ogg,guitar-violin-bow.svg
wyspa,noun,wyspa.ogg,island.jpg
sok,noun,sok.ogg,orange-juice.jpg
klucz,noun,klucz.ogg,key.jpg
król,noun,kroxl.ogg,king-crown-beard.svg
kuchnia,noun,kuchnia.ogg,kitchen-real-estate-interior-design.jpg
kolano,noun,kolano.ogg,knee.jpg
nóż,noun,noxzz.ogg,knife-kitchen-sharp.svg
jezioro,noun,jezioro.ogg,lake-irene-colorado-water.jpg
lampa,noun,lampa.ogg,table-lamp.png
laptop,noun,laptop.ogg,mac-freelancer-laptop.jpg
adwokat,noun,adwokat.ogg,lawyer-attorney.svg
liść,noun,lisxcx.ogg,leaf-autumn-maple.jpg
noga,noun,noga.ogg,leg-long.jpg
cytryna,noun,cytryna.ogg,lemon.jpg
mango,noun,mango.ogg,mango-fruit.png
list,noun,list.ogg,letter-love-mail.svg
biblioteka,noun,biblioteka.ogg,library-stuttgart-city.jpg
światło,noun,sxwiatlxo.ogg,lamp-light.jpg
usta,noun,usta.ogg,lips.jpg
zamek,noun,zamek.ogg,padlock-metal.svg
lunch,noun,lunch.ogg,restaurant-people-men-women-eating.jpg
magazyn,noun,magazyn.ogg,magazine-open.jpg
męszczyzna,noun,meeszczyzna.ogg,people-portrait-man-male.jpg
menedżer,noun,menedzzer.ogg,man-businessmen.jpg
mapa,noun,mapa.ogg,map-berlin.jpg
rynek,noun,rynek.ogg,afghanistan-town-city.jpg
małżeństwo,noun,malxzzenxstwo.ogg,marriage-couple-park.jpg
lekarstwo,noun,lekarstwo.ogg,pill-capsule-medicine.jpg
metal,noun,metal.ogg,iron-rods-reinforcing-bars.jpg
mleko,noun,mleko.ogg,milk-glass.jpg
pieniądze,noun,pieniaadze.ogg,coins-banknotes-money.jpg
miesiąc,noun,miesiaac.ogg,calender-icon-pictogram.png
rano,noun,rano.ogg,"morning-bedroom-bed-door-girl.jpg, breakfast.jpg"
matka,noun,matka.ogg,mother-baby-happy-smiling.jpg
góra,noun,goxra.ogg,ama-dablam-himalaya-mountain.jpg
mysz,noun,mysz.ogg,mouse.jpg
buzia,noun,buzia.ogg,mouth-smile-teeth.jpg
film,noun,film.ogg,bollywood-movie-cinema.jpg
morderstwo,noun,morderstwo.ogg,potatoes-ketchup-murder.jpg
muzyka,noun,muzyka.ogg,cd-music-audio-notes.png
natura,noun,natura.ogg,yellowstone-national-park.jpg
szyja,noun,szyja.ogg,neck-woman.jpg
igła,noun,iglxa.ogg,needle.png
sąsiad,noun,saasiad.ogg,man-face-grim-evil-neighbor-fence.jpg
sieć,noun,siecx.ogg,network-mobile-communication.jpg
gazeta,noun,gazeta.ogg,old-newspaper.jpg
noc,noun,noc.ogg,night-town.jpg
północ,noun,poxlnoc.ogg,"compass-gold.png, arrow-black-directions.svg"
nos,noun,nos.ogg,nose-hairs.jpg
notatka,noun,notatka.ogg,post-it-notes.jpg
numer,noun,numer.ogg,digit-number.jpg
ocean,noun,ocean.ogg,waves-dawn-ocean.jpg
biuro,noun,biuro.ogg,office-space.jpg
olej,noun,olej.ogg,olive-oil.jpg
pomarańcza,noun,pomarańcza.ogg,orange.jpg
strona,noun,strona.ogg,page.png
ból,noun,boxl.ogg,backpain-back-pain.png
farba,noun,farba.ogg,paint-art-paintbox.jpg
spodnie,noun,spodnie.ogg,jeans-pants.png
papier,noun,papier.ogg,paper-parchment-roll.png
park,noun,park.ogg,city-park.jpg
pacjent,noun,pacjent.ogg,doctor-patient-hospital-child.jpg
wzór,noun,wzoxr.ogg,pattern-indian-cute.png
pokój,noun,pokoxj.ogg,decorative-peace-sign.png
długopis,noun,dlxugopis.ogg,fountain-pen.jpg
ołówek,noun,olxoxwek.ogg,pencil-green.png
osoba,noun,osoba.ogg,person-icon.png
ludzie,noun,ludzie.ogg,people-icon.png
zdjęcie,noun,zdjeecie.ogg,old-photos.jpg
kawałek,noun,kawałek.ogg,"piece-of-cheese.png, piece-of-cake.jpg, puzzle-piece.png"
świnia,noun,sxwinia.ogg,pig-cartoon.png
samolot,noun,samolot.ogg,airplane-aircraft-commercial.jpg
roślina,noun,rosxlina.ogg,green-plant-in-pot.pgn
plastik,noun,plastik.ogg,eco-friendly-plastic-star.jpg
talerz,noun,talerz.ogg,porcelain-plate.jpg
gracz,noun,gracz.ogg,american-football-player.jpg
kieszeń,noun,kieszenx.ogg,jeans-pocket.jpg
trucizna,noun,trucizna.ogg,poison.jgp
policja,noun,policja.ogg,cop-policewoman-colleagues.jpg
basen,noun,basen.ogg,swimming-pool-water.jpg
wieprzowina,noun,wieprzowina.ogg,pork-cuts.png
prezydent,noun,prezydent.ogg,monument-president-landmark.jpg
cena,noun,cena.ogg,gasoline-prices-petrol.jpg
ksiądz,noun,ksiaadz.ogg,pastor-priest-christian-cartoon.png
więzienie,noun,wieezienie.ogg,prison-cell-slammer.jpg
królowa,noun,kroxlowa.ogg,"queen-royalty-crown.png, chess-piece-queen.png, queen-elizabeth-i-england.jpg"
wyścig,noun,wysxcig.ogg,relay-race-competition.jpg
radio,noun,radio.ogg,old-radio-electronic-antique.png
deszcz,noun,deszcz.ogg,cloud-weather-rain-rainfall.png
reporter,noun,reporter.ogg,woman-talk-live-reporter.png
restauracja,noun,restauracja.ogg,restaurant-people-eating.jpg
ryż,noun,ryzz.ogg,rice.jpg
pierścionek,noun,piersxcionek.ogg,ring-jewelry.png
rzeka,noun,rzeka.ogg,yellowstone-national-park-sunset-river.jpg
dach,noun,dach.ogg,tilted-roof.jpg
pokój,noun,pokoxj.ogg,living-room.jpg
korzeń,noun,korzenx.ogg,bed-bedroom.jpg
sól,noun,soxl.ogg,salt-shaker.png
piasek,noun,piasek.ogg,sand-africa-namibia.jpg
szkoła,noun,szkolxa.ogg,"school-icon.png, classroom.jpg"
nauka,noun,nauka.ogg,"chemical-science.png, sketch-cute-child-funny-science.jpg"
ekran,noun,ekran.ogg,screen-monitor-tv.png
morze,noun,morze.ogg,"geography-map-mediterranean-sea.jpg, sea-ocean-water-wave-nature-beach.jpg"
pora roku,noun,pora-roku.ogg,autumn-four-seasons-spring-summer.jpg
sekunda,noun,sekunda.ogg,time-watch-seconds.jpg
sekretarka,noun,sekretarka.ogg,secretary.jpg
statek,noun,statek.ogg,boat-sea-ship.jpg
koszula,noun,koszula.ogg,dress-shirt-office.png
but,noun,but.ogg,shoe-brown.png
ramię,noun,ramiee.ogg,female-long-hair-back-shoulder.jpg
